Text,Emotion
What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.,sadness
i thought i exhausted all emotions i held all the frustration and confusion and still here i am having so much more to give so much more to feel i look at this blank white piece of paper and i want to fill it with colours with motion but it still seems so blank,sadness
Romero is fucking dreadful like seriously my 11 month old is better than him.,sadness
i feel a little awkward about this but im going to share a poem with you,sadness
I worked at a car plant once..nobody believes me though. I repect all the hard workin folks in the world.,sadness
im already feeling emotional before i had a chance to say anything at all she turns to me says i love you,sadness
i feel disturbed betrayed untrustworthy slightly disagreeable,sadness
i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything s fine even though we re pissy at each other,sadness
@mitchelmusso Im sad i cant go. it makes me sad,sadness
i feel terrible about the whole situation,sadness
I'm feeling pretty energized &amp; ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,sadness
i am feeling terrible,sadness
Yeahh cenare lo mismo qe Rosher! ok ok Roger  wiii,sadness
im feeling kind of dumb admitting i was gloating over the fact that i had her now,sadness
i feel like i deserve it i should be punished i did an awful thing,sadness
"The old internet is fairly boring today, nothing new on it",sadness
"@ivansharris Hey, where do you go last night?  Was expecting to see you @ On Broadway.",sadness
i feel shitty these few days because of work,sadness
"comfort food of the day: pan mee. though, it didnt taste any good..",sadness
I feel sorry for male singers.  they are never gonna be as great Zac Hanson! Pooorr fellas,sadness
i feel the suffering and i really feel the pain,sadness
im also worried that youre feeling a little lost in the middle these days and like youre not getting enough attention from us,sadness
Mowing #6. I hate my lawn,sadness
Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,sadness
i cant imagine the agony those folks feel waiting for news about their own sentimental things,sadness
@bloodyironist that sucks.  But woot for Misha.,sadness
"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",sadness
not long in from sunbathing and burnt,sadness
They took my property,sadness
"Twitter, you just fail at life sometimes.  Oh well. http://tinyurl.com/qkxh7q",sadness
i might add that i feel dismayed whenever i see christians posting links to such apologetic drivel as my online friend did because it only acts as a disclaimer which boldly advertises their own stupendous ignorance and incredulity,sadness
im sorry if ive made any of you feel unimportant,sadness
Just got bullied by Dillah.  HELP!,sadness
So sad they discontinued my sesame tofu salad at trader joes,sadness
i feel troubled because of the ongoing relocation of our front door,sadness
"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",sadness
i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,sadness
my head is hurting..,sadness
"Season 1 of Lie To Me was serious. Damn, now here comes the wait.",sadness
@mistermagnus A friend uses Logic and I must admit I did like it...but I don't have a Mac,sadness
i feel incredibly disillusioned with the weekend,sadness
i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness
im feeling shades of foolish,sadness
i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz,sadness
"@Mr_Kimbalicious you can have the milk i have, i only have that here to drink  i think thats whats making me feel sick",sadness
*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.,sadness
i feel civilly disturbed class delicious title share this on del,sadness
i could feel the aching starting earlier in the day,sadness
beautiful day... and im working  leaving now so i can get some sun though,sadness
no eggs today ... shame was looking forward to a egg and bacon sandwich,sadness
i feel like my heart broke telling my children a href http twitter,sadness
Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,sadness
i am glad he is ok but it makes me feel even more alone in my sadness,sadness
http://twitpic.com/67fue - My formerly pretty car,sadness
i am even not able to keep in touch with the people who still ask about me all because i feel my life is boring there is nothing new in it,sadness
i was feeling emotional i sat backstage during the two hour play and ate,sadness
"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",sadness
i feel sorry for those who use the ghd hair straightener it will not damage your own hair,sadness
i feel guilty because he is always good not just in the good times and i fail to recognize that,sadness
aww only 15minutes left of family guy,sadness
@krooyakkers what I thought ur going somewhere that's why I didn't invitw u,sadness
@PaperCakes  i hate when that happens. i hope you figure it out soon!,sadness
@msignorile  Weather sucks up here,sadness
i feel like that wall is boring amp needs a pop of color,sadness
i feel like fake eyeglasses will make me look older and hell a little more authoritative too,sadness
Was just in a wreck. Getting real sore now. It was their fault and they didn't have insurance. Was planning to go to the wedding tonight,sadness
i feel like i am not alone,sadness
i could soon feel quite rejected,sadness
I'm so depressed right now. IDK...,sadness
i feel a perverse pride in my self control that i managed to stay where i was ordered and not reach for the tempting human flesh so close before us,sadness
i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,sadness
i feel like that when i try to try on relationship traditions that i and the people i care about get damaged,sadness
is working until 11 tonight  http://plurk.com/p/x2kbv,sadness
i am no i feel melancholy despondent often angry,sadness
Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-,sadness
traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....,sadness
i feel neglectful and while at her reception i grazed her arm as i walked by and she pulled me back and said where are you going youre way more imporant than those people but i was stoned and full of champagne and could only tell her she was beautiful and that he seemed nice,sadness
